,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,from_club_path,final_club_path,final_team,from_pais,to_pais,final_country,path_country
4228,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2012-02-01,Cartaginés,Xäzär Länkäran,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Costa Rica,Azerbaijan,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
3255,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2012-08-07,Xäzär Länkäran,Cartaginés,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Azerbaijan,Costa Rica,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
4229,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2014-08-03,Cartaginés,Sandnes Ulf,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Costa Rica,Noruega,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
3256,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2014-12-31,Sandnes Ulf,Cartaginés,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Noruega,Costa Rica,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
3823,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2018-07-01,Cartaginés,Retired,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Costa Rica,Retired,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
1079,Randall Chavarría,https://www.transfermarkt.com/randall-chavarria/profil/spieler/279918,2013-07-01,Unknown,Guanacasteca,"Jun 16, 1979 ",41.0,No national team players,-,-,Defender,"Unknown,Guanacasteca","Guanacasteca,Unknown",Unknown,Unknown,Costa Rica,Unknown,"Unknown,Costa Rica"
943,Randall Chavarría,https://www.transfermarkt.com/randall-chavarria/profil/spieler/279918,2014-01-01,Guanacasteca,Unknown,"Jun 16, 1979 ",41.0,No national team players,-,-,Defender,"Unknown,Guanacasteca","Guanacasteca,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Unknown,Costa Rica"
7438,Randall Leal,https://www.transfermarkt.com/randall-leal/profil/spieler/297786,2013-07-01,Belén U20,Belén FC,"Jan 14, 1997 ",23.0,Costa RicaNo current national team players,16,€300Th.,Left Winger,"Belén U20,Belén FC,Without Club,KV Mechelen,Saprissa","Belén FC,Without Club,KV Mechelen,Saprissa,Nashville SC",Nashville SC,Costa Rica,Costa Rica,USA,"Costa Rica,Costa Rica,Without Club,Bélgica,Costa Rica"
7436,Randall Leal,https://www.transfermarkt.com/randall-leal/profil/spieler/297786,2015-01-28,Belén FC,Without Club,"Jan 14, 1997 ",23.0,Costa RicaNo current national team players,16,€300Th.,Left Winger,"Belén U20,Belén FC,Without Club,KV Mechelen,Saprissa","Belén FC,Without Club,KV Mechelen,Saprissa,Nashville SC",Nashville SC,Costa Rica,Without Club,USA,"Costa Rica,Costa Rica,Without Club,Bélgica,Costa Rica"
7440,Randall Leal,https://www.transfermarkt.com/randall-leal/profil/spieler/297786,2015-02-24,Without Club,KV Mechelen,"Jan 14, 1997 ",23.0,Costa RicaNo current national team players,16,€300Th.,Left Winger,"Belén U20,Belén FC,Without Club,KV Mechelen,Saprissa","Belén FC,Without Club,KV Mechelen,Saprissa,Nashville SC",Nashville SC,Without Club,Bélgica,USA,"Costa Rica,Costa Rica,Without Club,Bélgica,Costa Rica"
7437,Randall Leal,https://www.transfermarkt.com/randall-leal/profil/spieler/297786,2018-08-13,KV Mechelen,Saprissa,"Jan 14, 1997 ",23.0,Costa RicaNo current national team players,16,€300Th.,Left Winger,"Belén U20,Belén FC,Without Club,KV Mechelen,Saprissa","Belén FC,Without Club,KV Mechelen,Saprissa,Nashville SC",Nashville SC,Bélgica,Costa Rica,USA,"Costa Rica,Costa Rica,Without Club,Bélgica,Costa Rica"
7439,Randall Leal,https://www.transfermarkt.com/randall-leal/profil/spieler/297786,2020-01-01,Saprissa,Nashville SC,"Jan 14, 1997 ",23.0,Costa RicaNo current national team players,16,€300Th.,Left Winger,"Belén U20,Belén FC,Without Club,KV Mechelen,Saprissa","Belén FC,Without Club,KV Mechelen,Saprissa,Nashville SC",Nashville SC,Costa Rica,USA,USA,"Costa Rica,Costa Rica,Without Club,Bélgica,Costa Rica"
3531,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2006-01-01,Belén,Saprissa,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
4177,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2009-01-01,Saprissa,León,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,MX,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3592,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2009-07-01,León,Saprissa,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,MX,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3296,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2009-08-01,Saprissa,Without Club,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Without Club,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3938,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2010-01-01,Without Club,Águilas,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Without Club,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
4238,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2010-07-01,Águilas,AD Desamparados,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3291,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2011-01-01,AD Desamparados,Pérez Zeledón,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3097,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2011-07-01,Pérez Zeledón,Unknown,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Unknown,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3464,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2012-01-01,Unknown,Santos FC,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Unknown,Costa Rica,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
3819,Randall Porras,https://www.transfermarkt.com/randall-porras/profil/spieler/107692,2014-01-01,Santos FC,Retired,"Jan 28, 1979 ",41.0,No national team players,-,-,Centre-Back,"Belén,Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC","Saprissa,León,Saprissa,Without Club,Águilas,AD Desamparados,Pérez Zeledón,Unknown,Santos FC,Retired",Retired,Costa Rica,Retired,Retired,"Costa Rica,Costa Rica,MX,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica,Unknown,Costa Rica"
2003,Randall Quesada,https://www.transfermarkt.com/randall-quesada/profil/spieler/344018,2012-07-01,Unknown,AS Puma,"Mar 18, 1984 ",36.0,No national team players,-,€50Th.,Midfielder,"Unknown,AS Puma","AS Puma,Unknown",Unknown,Unknown,Costa Rica,Unknown,"Unknown,Costa Rica"
891,Randall Quesada,https://www.transfermarkt.com/randall-quesada/profil/spieler/344018,2015-01-01,AS Puma,Unknown,"Mar 18, 1984 ",36.0,No national team players,-,€50Th.,Midfielder,"Unknown,AS Puma","AS Puma,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Unknown,Costa Rica"
800,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,1993-07-01,Mpl Turrialba,Unknown,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1426,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,1995-07-01,Unknown,Herediano,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Unknown,Costa Rica,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1692,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,1997-07-01,Herediano,Saprissa,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1592,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,2002-07-01,Saprissa,Liberia,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1257,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,2003-07-01,Liberia,Cartaginés,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
657,Randall Row,https://www.transfermarkt.com/randall-row/profil/spieler/657269,2004-07-01,Cartaginés,Unknown,"Apr 21, 1971 ",49.0,Costa RicaNo current national team players,9,-,Defender,"Mpl Turrialba,Unknown,Herediano,Saprissa,Liberia,Cartaginés","Unknown,Herediano,Saprissa,Liberia,Cartaginés,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6537,Randolph Vargas,https://www.transfermarkt.com/randolph-vargas/profil/spieler/380243,2015-07-01,Osa,Juv. Escazuceña,"Sep 21, 1992 ",27.0,No national team players,-,-,Midfielder,Osa,Juv. Escazuceña,Juv. Escazuceña,Costa Rica,Costa Rica,Costa Rica,Costa Rica
7256,Randy Araya,https://www.transfermarkt.com/randy-araya/profil/spieler/279905,2013-07-01,Unknown,Guanacasteca,"May 4, 1981 ",39.0,No national team players,-,-,Midfielder,"Unknown,Guanacasteca,Unknown,ADR Jicaral,Unknown","Guanacasteca,Unknown,ADR Jicaral,Unknown,Cartagena",Cartagena,Unknown,Costa Rica,Costa Rica,"Unknown,Costa Rica,Unknown,Costa Rica,Unknown"
7254,Randy Araya,https://www.transfermarkt.com/randy-araya/profil/spieler/279905,2014-01-01,Guanacasteca,Unknown,"May 4, 1981 ",39.0,No national team players,-,-,Midfielder,"Unknown,Guanacasteca,Unknown,ADR Jicaral,Unknown","Guanacasteca,Unknown,ADR Jicaral,Unknown,Cartagena",Cartagena,Costa Rica,Unknown,Costa Rica,"Unknown,Costa Rica,Unknown,Costa Rica,Unknown"
7257,Randy Araya,https://www.transfermarkt.com/randy-araya/profil/spieler/279905,2014-07-01,Unknown,ADR Jicaral,"May 4, 1981 ",39.0,No national team players,-,-,Midfielder,"Unknown,Guanacasteca,Unknown,ADR Jicaral,Unknown","Guanacasteca,Unknown,ADR Jicaral,Unknown,Cartagena",Cartagena,Unknown,Costa Rica,Costa Rica,"Unknown,Costa Rica,Unknown,Costa Rica,Unknown"
7252,Randy Araya,https://www.transfermarkt.com/randy-araya/profil/spieler/279905,2015-01-01,ADR Jicaral,Unknown,"May 4, 1981 ",39.0,No national team players,-,-,Midfielder,"Unknown,Guanacasteca,Unknown,ADR Jicaral,Unknown","Guanacasteca,Unknown,ADR Jicaral,Unknown,Cartagena",Cartagena,Costa Rica,Unknown,Costa Rica,"Unknown,Costa Rica,Unknown,Costa Rica,Unknown"
7259,Randy Araya,https://www.transfermarkt.com/randy-araya/profil/spieler/279905,2015-07-01,Unknown,Cartagena,"May 4, 1981 ",39.0,No national team players,-,-,Midfielder,"Unknown,Guanacasteca,Unknown,ADR Jicaral,Unknown","Guanacasteca,Unknown,ADR Jicaral,Unknown,Cartagena",Cartagena,Unknown,Costa Rica,Costa Rica,"Unknown,Costa Rica,Unknown,Costa Rica,Unknown"
7341,Randy Chirino,https://www.transfermarkt.com/randy-chirino/profil/spieler/374708,2015-07-01,AD San Carlos,Gen. Saprissa,"Jan 16, 1996 ",24.0,No national team players,-,€50Th.,Attacking Midfield,"AD San Carlos,Gen. Saprissa,Saprissa,AD San Carlos","Gen. Saprissa,Saprissa,AD San Carlos,AS Soliman",AS Soliman,Costa Rica,Costa Rica,Túnez,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
7342,Randy Chirino,https://www.transfermarkt.com/randy-chirino/profil/spieler/374708,2016-07-01,Gen. Saprissa,Saprissa,"Jan 16, 1996 ",24.0,No national team players,-,€50Th.,Attacking Midfield,"AD San Carlos,Gen. Saprissa,Saprissa,AD San Carlos","Gen. Saprissa,Saprissa,AD San Carlos,AS Soliman",AS Soliman,Costa Rica,Costa Rica,Túnez,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
7343,Randy Chirino,https://www.transfermarkt.com/randy-chirino/profil/spieler/374708,2019-07-01,Saprissa,AD San Carlos,"Jan 16, 1996 ",24.0,No national team players,-,€50Th.,Attacking Midfield,"AD San Carlos,Gen. Saprissa,Saprissa,AD San Carlos","Gen. Saprissa,Saprissa,AD San Carlos,AS Soliman",AS Soliman,Costa Rica,Costa Rica,Túnez,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
7344,Randy Chirino,https://www.transfermarkt.com/randy-chirino/profil/spieler/374708,2020-07-01,AD San Carlos,AS Soliman,"Jan 16, 1996 ",24.0,No national team players,-,€50Th.,Attacking Midfield,"AD San Carlos,Gen. Saprissa,Saprissa,AD San Carlos","Gen. Saprissa,Saprissa,AD San Carlos,AS Soliman",AS Soliman,Costa Rica,Túnez,Túnez,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5931,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2007-07-01,Liberia Mía,Puntarenas FC,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
5958,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2008-07-01,Puntarenas FC,Brujas FC,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
5941,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2010-07-01,Brujas FC,UCR,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
5923,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2011-07-01,UCR,Barrio México,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
5980,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2013-01-01,Barrio México,Mictlán,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Costa Rica,Guatemala,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
5962,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,2013-07-01,Mictlán,Halcones,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,"Liberia Mía,Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC","Puntarenas FC,Brujas FC,UCR,Barrio México,Mictlán,Halcones,Unknown,AD Aserrí,Mictlán,Without Club,UCR,Curridabat FC,CS Uruguay",CS Uruguay,Guatemala,Guatemala,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala,Guatemala,Unknown,Costa Rica,Guatemala,Without Club,Costa Rica,Costa Rica"
