,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,País,To Pais
6330,Joao Mora,https://www.transfermarkt.com/joao-mora/profil/spieler/234686,"Jul 11, 2013",Pérez Zeledón,Turrialba,"May 8, 1991 ",29.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6331,Kelvin Acuña,https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408,"Jan 1, 2017",Pérez Zeledón,Turrialba,"Jan 20, 1995 ",25.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6332,Marcos Meneses,https://www.transfermarkt.com/marcos-meneses/profil/spieler/353669,"Jul 1, 2015",Herediano U20,Turrialba,"Jul 12, 1995 ",25.0,Costa RicaCurrent national team players,-,€100Th.,Centre-Back,Costa Rica,Costa Rica
6333,Guillermo Víquez,https://www.transfermarkt.com/guillermo-viquez/profil/spieler/623747,"Jan 1, 2020",AD San Carlos,Turrialba,"Aug 6, 2000 ",20.0,No national team players,-,-,Centre-Forward,Costa Rica,Costa Rica
6334,Sergio Carmona,https://www.transfermarkt.com/sergio-carmona/profil/spieler/599799,"Jan 1, 2020",AD San Carlos,Turrialba,"Nov 23, 1998 ",21.0,No national team players,-,-,Left Midfield,Costa Rica,Costa Rica
6335,Johnny Martínez,https://www.transfermarkt.com/johnny-martinez/profil/spieler/514906,"Jul 1, 2012",Unknown,Turrialba,"Jun 2, 1991 ",29.0,No national team players,-,-,Right Midfield,Unknown,Costa Rica
6336,Kenneth Solano,https://www.transfermarkt.com/kenneth-solano/profil/spieler/313533,"Jul 1, 2012",Unknown,Turrialba,"Dec 20, 1986 ",33.0,No national team players,-,-,Centre-Forward,Unknown,Costa Rica
6337,Leonardo Jiménez,https://www.transfermarkt.com/leonardo-jimenez/profil/spieler/121692,"Jan 1, 2017",Unknown,Turrialba,"Aug 24, 1981 ",39.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
6338,Daniel Alvarado,https://www.transfermarkt.com/daniel-alvarado/profil/spieler/195443,"Jul 1, 2019",Unknown,Turrialba,"May 30, 1981 ",39.0,No national team players,-,-,Defender,Unknown,Costa Rica
6339,Estiben Ramos,https://www.transfermarkt.com/estiben-ramos/profil/spieler/384877,"Jan 1, 2014",Unknown,Turrialba,"Dec 15, 1994 ",25.0,No national team players,-,-,Midfielder,Unknown,Costa Rica
6340,Carlos Elizondo,https://www.transfermarkt.com/carlos-elizondo/profil/spieler/349812,"Jan 1, 2016",Unknown,Turrialba,"Jan 22, 1995 ",25.0,No national team players,-,-,Left Midfield,Unknown,Costa Rica
6341,José Zamora,https://www.transfermarkt.com/jose-zamora/profil/spieler/500963,"Jul 1, 2019",Unknown,Turrialba,"Jul 28, 1997 ",23.0,No national team players,-,-,Centre-Forward,Unknown,Costa Rica
6342,José Zamora,https://www.transfermarkt.com/jose-zamora/profil/spieler/500963,"Jul 16, 2020",Unknown,Turrialba,"Jul 28, 1997 ",23.0,No national team players,-,-,Centre-Forward,Unknown,Costa Rica
6343,Luis Rodríguez,https://www.transfermarkt.com/luis-rodriguez/profil/spieler/131260,"Jul 1, 2014",Paraíso Total,Turrialba,"Feb 28, 1992 ",28.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6344,Jardel Quirós,https://www.transfermarkt.com/jardel-quiros/profil/spieler/381199,"Jul 1, 2017",Cartaginés U20,Turrialba,"Sep 7, 1995 ",24.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
6345,Rodolfo Gabriels,https://www.transfermarkt.com/rodolfo-gabriels/profil/spieler/233434,"Jan 1, 2019",Curridabat FC,Turrialba,"Jul 24, 1987 ",33.0,No national team players,-,-,Right Midfield,Costa Rica,Costa Rica
6346,Roberth Castillo,https://www.transfermarkt.com/roberth-castillo/profil/spieler/380217,"Jul 1, 2017",Barrio México,Turrialba,"Nov 5, 1996 ",23.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6347,Estiben Ramos,https://www.transfermarkt.com/estiben-ramos/profil/spieler/384877,"Jan 1, 2019",Fútbol Cons.,Turrialba,"Dec 15, 1994 ",25.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6348,Jonathan Sibaja,https://www.transfermarkt.com/jonathan-sibaja/profil/spieler/278159,"Aug 25, 2017",Guadalupe FC,Turrialba,"Feb 12, 1987 ",33.0,Costa RicaNo current national team players,-,€75Th.,Right Midfield,Costa Rica,Costa Rica
6349,Víctor Gutiérrez,https://www.transfermarkt.com/victor-gutierrez/profil/spieler/266947,"Jul 1, 2019",ADR Jicaral,Turrialba,"Aug 28, 1991 ",28.0,No national team players,-,-,Centre-Forward,Costa Rica,Costa Rica
6350,Michael Rodríguez,https://www.transfermarkt.com/michael-rodriguez/profil/spieler/38665,"Jan 20, 2015",Without Club,Turrialba,"Dec 30, 1981 ",38.0,Costa RicaNo current national team players,3,-,Centre-Back,Without Club,Costa Rica
6351,Eduardo Valverde,https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377,"Jan 1, 2018",Without Club,Turrialba,"Apr 10, 1982 ",38.0,Costa RicaNo current national team players,4,-,Right Midfield,Without Club,Costa Rica
6352,Enoc Pérez,https://www.transfermarkt.com/enoc-perez/profil/spieler/98272,"Jan 1, 2019",Puntarenas FC,Turrialba,"Jan 22, 1982 ",38.0,No national team players,-,-,Attacking Midfield,Costa Rica,Costa Rica
6353,Kenneth Solano,https://www.transfermarkt.com/kenneth-solano/profil/spieler/313533,"Jul 1, 2015",ADF Siquirreña,Turrialba,"Dec 20, 1986 ",33.0,No national team players,-,-,Centre-Forward,Costa Rica,Costa Rica
6354,Maikol Barrantes,https://www.transfermarkt.com/maikol-barrantes/profil/spieler/383938,"Jan 1, 2016",Real Pococí,Turrialba,"Nov 13, 1992 ",27.0,No national team players,-,€75Th.,Left-Back,Costa Rica,Costa Rica
6355,William Sunsin,https://www.transfermarkt.com/william-sunsin/profil/spieler/38014,"Jan 2, 2015",Career break,Turrialba,"May 12, 1977 ",43.0,Costa RicaNo current national team players,35,-,Centre-Forward,Costa Rica,Costa Rica
6356,Estiben Ramos,https://www.transfermarkt.com/estiben-ramos/profil/spieler/384877,"Jan 1, 2018",Guanacasteca,Turrialba,"Dec 15, 1994 ",25.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6357,John Vizcaíno,https://www.transfermarkt.com/john-vizcaino/profil/spieler/307374,"Jul 14, 2020",Guanacasteca,Turrialba,"Sep 2, 1994 ",25.0,No national team players,-,-,Centre-Forward,Costa Rica,Costa Rica
6358,Fabián Solano,https://www.transfermarkt.com/fabian-solano/profil/spieler/278372,"Jul 1, 2015",Juv. Escazuceña,Turrialba,"May 11, 1992 ",28.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
6359,Juan Carlos Armijo,https://www.transfermarkt.com/juan-carlos-armijo/profil/spieler/259215,"Jul 1, 2014",Juv. Escazuceña,Turrialba,"Jan 4, 1986 ",34.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
6360,Maikel González,https://www.transfermarkt.com/maikel-gonzalez/profil/spieler/580666,"Jul 16, 2020",Alajuelense U17,Turrialba,"Jan 10, 2003 ",17.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
6361,Felipe Carvajal,https://www.transfermarkt.com/felipe-carvajal/profil/spieler/315539,"Jul 1, 2015",Cartaginés U17,Turrialba,"Sep 26, 1996 ",23.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6362,Ricardo Montenegro,https://www.transfermarkt.com/ricardo-montenegro/profil/spieler/478768,"Jul 17, 2020",Saprissa U20,Turrialba,"Jul 9, 2000 ",20.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6363,Gabriel Leiva,https://www.transfermarkt.com/gabriel-leiva/profil/spieler/224898,"Jul 1, 2017",Patriotas,Turrialba,"Aug 27, 1994 ",25.0,No national team players,-,€150Th.,Attacking Midfield,Colombia,Costa Rica
6364,Rudy Dawson,https://www.transfermarkt.com/rudy-dawson/profil/spieler/111917,"Jul 1, 2016",CS Uruguay,Puerto Rico FC,"May 8, 1988 ",32.0,No national team players,-,€225Th.,Centre-Back,Costa Rica,Puerto Rico
6365,Allan Alemán,https://www.transfermarkt.com/allan-aleman/profil/spieler/79618,"Jul 23, 2014",CS Uruguay,XJ T. Leopard,"Jul 29, 1983 ",37.0,Costa RicaNo current national team players,10,-,Right Midfield,Costa Rica,China
6366,Johnny Woodly,https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783,"Feb 28, 2014",SJZ Yongchang,XJ T. Leopard,"Jul 27, 1980 ",40.0,Costa RicaNo current national team players,-,-,Centre-Forward,China,China
6367,Eduardo Abarca,https://www.transfermarkt.com/eduardo-abarca/profil/spieler/232708,"Jan 1, 2013",CS Uruguay,AS Puma,"Dec 20, 1984 ",35.0,No national team players,-,-,Left-Back,Costa Rica,Costa Rica
6368,Jussef Delgado,https://www.transfermarkt.com/jussef-delgado/profil/spieler/349816,"Jul 1, 2015",Belén FC,AS Puma,"Jan 27, 1994 ",26.0,No national team players,-,€100Th.,Goalkeeper,Costa Rica,Costa Rica
6369,Roger Fallas,https://www.transfermarkt.com/roger-fallas/profil/spieler/195534,"Jul 1, 2014",UCR,AS Puma,"Oct 17, 1986 ",33.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
6370,Neighel Drummond,https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870,"Jul 1, 2014",UCR,AS Puma,"Feb 2, 1982 ",38.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6371,Esteban Sirias,https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869,"Sep 24, 2014",Cartaginés,AS Puma,"Oct 3, 1980 ",39.0,Costa RicaNo current national team players,13,-,Left-Back,Costa Rica,Costa Rica
6372,Esteban Maitland,https://www.transfermarkt.com/esteban-maitland/profil/spieler/90843,"Jan 30, 2015",Limón FC,AS Puma,"Feb 16, 1986 ",34.0,Costa RicaNo current national team players,1,€200Th.,Centre-Back,Costa Rica,Costa Rica
6373,Román Arrieta,https://www.transfermarkt.com/roman-arrieta/profil/spieler/274654,"Jan 1, 2015",Limón FC,AS Puma,"Sep 20, 1980 ",39.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
6374,Cristhian Bermúdez,https://www.transfermarkt.com/cristhian-bermudez/profil/spieler/331951,"Sep 3, 2015",Pérez Zeledón,AS Puma,"Jan 1, 1994 ",26.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
6375,Luis Barrantes,https://www.transfermarkt.com/luis-barrantes/profil/spieler/215323,"Jan 1, 2016",Pérez Zeledón,AS Puma,"Sep 28, 1991 ",28.0,Costa RicaNo current national team players,-,€175Th.,Central Midfield,Costa Rica,Costa Rica
6376,Andrés Obando,https://www.transfermarkt.com/andres-obando/profil/spieler/224645,"Jul 1, 2011",Pérez Zeledón,AS Puma,"Feb 1, 1992 ",28.0,No national team players,-,€50Th.,Left-Back,Costa Rica,Costa Rica
6377,Andrés Castro,https://www.transfermarkt.com/andres-castro/profil/spieler/193833,"Jan 1, 2015",Pérez Zeledón,AS Puma,"Nov 11, 1990 ",29.0,No national team players,-,-,Left-Back,Costa Rica,Costa Rica
6378,Fernando Monge,https://www.transfermarkt.com/fernando-monge/profil/spieler/211783,"Jan 1, 2014",Pérez Zeledón,AS Puma,"Jun 13, 1991 ",29.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6379,Fernando Monge,https://www.transfermarkt.com/fernando-monge/profil/spieler/211783,"Jul 1, 2014",Pérez Zeledón,AS Puma,"Jun 13, 1991 ",29.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6380,Greivin Chinchilla,https://www.transfermarkt.com/greivin-chinchilla/profil/spieler/195531,"Jul 1, 2012",Pérez Zeledón,AS Puma,"Dec 28, 1989 ",30.0,No national team players,-,-,Right-Back,Costa Rica,Costa Rica
6381,Allan Miranda,https://www.transfermarkt.com/allan-miranda/profil/spieler/215327,"Jan 1, 2015",Pérez Zeledón,AS Puma,"May 28, 1987 ",33.0,Costa RicaNo current national team players,5,€100Th.,Centre-Back,Costa Rica,Costa Rica
6382,Jefry Montoya,https://www.transfermarkt.com/jefry-montoya/profil/spieler/256837,"Jan 1, 2016",Pérez Zeledón,AS Puma,"Dec 4, 1987 ",32.0,No national team players,-,-,Right Winger,Costa Rica,Costa Rica
6383,Ronald Salas,https://www.transfermarkt.com/ronald-salas/profil/spieler/195539,"Jan 1, 2016",Pérez Zeledón,AS Puma,"Jul 1, 1989 ",31.0,No national team players,-,-,Left-Back,Costa Rica,Costa Rica
6384,Albán Gómez,https://www.transfermarkt.com/alban-gomez/profil/spieler/195542,"Jul 1, 2013",Pérez Zeledón,AS Puma,"Aug 5, 1985 ",35.0,No national team players,-,€50Th.,Left Winger,Costa Rica,Costa Rica
6385,Rodolfo Rodríguez,https://www.transfermarkt.com/rodolfo-rodriguez/profil/spieler/62022,"Jan 1, 2014",Pérez Zeledón,AS Puma,"Feb 27, 1980 ",40.0,Costa RicaNo current national team players,9,-,Defensive Midfield,Costa Rica,Costa Rica
6386,Marco Barrantes,https://www.transfermarkt.com/marco-barrantes/profil/spieler/350427,"Jul 1, 2017",Pérez Zeledón,AS Puma,"Apr 28, 1995 ",25.0,No national team players,-,€175Th.,Left-Back,Costa Rica,Costa Rica
6387,Brandon Mora,https://www.transfermarkt.com/brandon-mora/profil/spieler/278610,"Jul 1, 2013",Unknown,AS Puma,"Nov 17, 1992 ",27.0,No national team players,-,-,Goalkeeper,Unknown,Costa Rica
6388,Leibi Umaña,https://www.transfermarkt.com/leibi-umana/profil/spieler/278846,"Jul 1, 2012",Unknown,AS Puma,"Jun 30, 1991 ",29.0,No national team players,-,-,Forward,Unknown,Costa Rica
6389,Jaime Valderramos,https://www.transfermarkt.com/jaime-valderramos/profil/spieler/194935,"Jul 1, 2014",Unknown,AS Puma,"Mar 16, 1990 ",30.0,No national team players,-,-,Left Midfield,Unknown,Costa Rica
6390,Darwing Mora,https://www.transfermarkt.com/darwing-mora/profil/spieler/266951,"Jul 1, 2012",Unknown,AS Puma,"Dec 21, 1991 ",28.0,No national team players,-,-,Midfielder,Unknown,Costa Rica
6391,Julio Elizondo,https://www.transfermarkt.com/julio-elizondo/profil/spieler/195533,"Jul 1, 2012",Unknown,AS Puma,"Dec 10, 1989 ",30.0,No national team players,-,-,Defensive Midfield,Unknown,Costa Rica
6392,Luis González,https://www.transfermarkt.com/luis-gonzalez/profil/spieler/278597,"Jul 1, 2013",Unknown,AS Puma,"Mar 7, 1989 ",31.0,No national team players,-,€125Th.,Attacking Midfield,Unknown,Costa Rica
6393,Néstor Mena,https://www.transfermarkt.com/nestor-mena/profil/spieler/242829,"Jul 1, 2012",Unknown,AS Puma,"Jan 30, 1988 ",32.0,No national team players,-,€75Th.,Goalkeeper,Unknown,Costa Rica
6394,Jeffry Castillo,https://www.transfermarkt.com/jeffry-castillo/profil/spieler/278795,"Jul 1, 2012",Unknown,AS Puma,"Dec 16, 1988 ",31.0,No national team players,-,-,Forward,Unknown,Costa Rica
6395,Óscar Quesada,https://www.transfermarkt.com/oscar-quesada/profil/spieler/278835,"Jul 1, 2012",Unknown,AS Puma,"Jan 13, 1987 ",33.0,No national team players,-,-,Right-Back,Unknown,Costa Rica
6396,Mauricio Castro,https://www.transfermarkt.com/mauricio-castro/profil/spieler/278591,"Jul 1, 2012",Unknown,AS Puma,"Aug 30, 1988 ",31.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
6397,Pablo Granados,https://www.transfermarkt.com/pablo-granados/profil/spieler/278598,"Jul 1, 2012",Unknown,AS Puma,"Jun 29, 1987 ",33.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
6398,Roger Fallas,https://www.transfermarkt.com/roger-fallas/profil/spieler/195534,"Jul 1, 2012",Unknown,AS Puma,"Oct 17, 1986 ",33.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
6399,Ronald Salas,https://www.transfermarkt.com/ronald-salas/profil/spieler/195539,"Jul 1, 2012",Unknown,AS Puma,"Jul 1, 1989 ",31.0,No national team players,-,-,Left-Back,Unknown,Costa Rica
6400,Randall Quesada,https://www.transfermarkt.com/randall-quesada/profil/spieler/344018,"Jul 1, 2012",Unknown,AS Puma,"Mar 18, 1984 ",36.0,No national team players,-,€50Th.,Midfielder,Unknown,Costa Rica
6401,Anthony Calvo,https://www.transfermarkt.com/anthony-calvo/profil/spieler/278793,"Jul 1, 2012",Unknown,AS Puma,"Nov 1, 1983 ",36.0,No national team players,-,-,Attacking Midfield,Unknown,Costa Rica
6402,Diego Quesada,https://www.transfermarkt.com/diego-quesada/profil/spieler/272401,"Jul 1, 2013",Unknown,AS Puma,"Apr 15, 1985 ",35.0,No national team players,-,-,Left Midfield,Unknown,Costa Rica
6403,David Solano,https://www.transfermarkt.com/david-solano/profil/spieler/278622,"Jul 1, 2012",Unknown,AS Puma,"Apr 23, 1984 ",36.0,No national team players,-,-,Left Midfield,Unknown,Costa Rica
6404,Marvin Chinchilla,https://www.transfermarkt.com/marvin-chinchilla/profil/spieler/259643,"Jul 1, 2010",Unknown,AS Puma,"Feb 11, 1977 ",43.0,No national team players,-,-,Centre-Forward,Unknown,Costa Rica
6405,Eddy Rojas,https://www.transfermarkt.com/eddy-rojas/profil/spieler/278838,"Jan 1, 2013",Unknown,AS Puma,"Sep 12, 1995 ",24.0,No national team players,-,-,Defender,Unknown,Costa Rica
6406,Enoc Pérez,https://www.transfermarkt.com/enoc-perez/profil/spieler/98272,"Jul 1, 2017",Curridabat FC,AS Puma,"Jan 22, 1982 ",38.0,No national team players,-,-,Attacking Midfield,Costa Rica,Costa Rica
6407,Derek Salas,https://www.transfermarkt.com/derek-salas/profil/spieler/471018,"Jul 1, 2018",AD Aserrí,AS Puma,"Dec 12, 1998 ",21.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6408,Maykol Ortiz,https://www.transfermarkt.com/maykol-ortiz/profil/spieler/181761,"Jan 1, 2015",Jacó Rays,AS Puma,"Sep 23, 1985 ",34.0,No national team players,-,-,Left Midfield,Costa Rica,Costa Rica
6409,Jean Carlos Zúñiga,https://www.transfermarkt.com/jean-carlos-zuniga/profil/spieler/270687,"Jul 1, 2013",Puntarenas FC,AS Puma,"May 16, 1993 ",27.0,No national team players,-,-,Right-Back,Costa Rica,Costa Rica
6410,Carlos Sánchez,https://www.transfermarkt.com/carlos-sanchez/profil/spieler/222356,"Jul 1, 2012",Puntarenas FC,AS Puma,"Jun 18, 1990 ",30.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
6411,Louie Carr,https://www.transfermarkt.com/louie-carr/profil/spieler/194514,"Jan 1, 2012",Puntarenas FC,AS Puma,"Aug 20, 1991 ",29.0,No national team players,-,-,Right Midfield,Costa Rica,Costa Rica
6412,Luis González,https://www.transfermarkt.com/luis-gonzalez/profil/spieler/278597,"Jul 1, 2015",Puntarenas FC,AS Puma,"Mar 7, 1989 ",31.0,No national team players,-,€125Th.,Attacking Midfield,Costa Rica,Costa Rica
6413,Néstor Mena,https://www.transfermarkt.com/nestor-mena/profil/spieler/242829,"Jan 1, 2016",Puntarenas FC,AS Puma,"Jan 30, 1988 ",32.0,No national team players,-,€75Th.,Goalkeeper,Costa Rica,Costa Rica
6414,Jefry Montoya,https://www.transfermarkt.com/jefry-montoya/profil/spieler/256837,"Jul 1, 2014",Puntarenas FC,AS Puma,"Dec 4, 1987 ",32.0,No national team players,-,-,Right Winger,Costa Rica,Costa Rica
6415,Roberto Mudarra,https://www.transfermarkt.com/roberto-mudarra/profil/spieler/132228,"Jul 1, 2014",Puntarenas FC,AS Puma,"Jun 14, 1985 ",35.0,Costa RicaNo current national team players,1,-,Left Midfield,Costa Rica,Costa Rica
6416,Jaime Valderramos,https://www.transfermarkt.com/jaime-valderramos/profil/spieler/194935,"Jul 1, 2017",Juv. Escazuceña,AS Puma,"Mar 16, 1990 ",30.0,No national team players,-,-,Left Midfield,Costa Rica,Costa Rica
6417,Jean Carlo Carvajal,https://www.transfermarkt.com/jean-carlo-carvajal/profil/spieler/278794,"Jul 1, 2015",AS Puma II,AS Puma,"Aug 3, 1993 ",27.0,No national team players,-,-,Defender,Costa Rica,Costa Rica
6418,Jordi Robles,https://www.transfermarkt.com/jordi-robles/profil/spieler/278617,"Sep 26, 2014",AS Puma II,AS Puma,"Feb 27, 1996 ",24.0,No national team players,-,-,Central Midfield,Costa Rica,Costa Rica
6419,Jordi Robles,https://www.transfermarkt.com/jordi-robles/profil/spieler/278617,"Jul 1, 2015",AS Puma II,AS Puma,"Feb 27, 1996 ",24.0,No national team players,-,-,Central Midfield,Costa Rica,Costa Rica
6420,Asdrúbal Gibbons,https://www.transfermarkt.com/asdrubal-gibbons/profil/spieler/335438,"Aug 1, 2014",Coto Brus,AS Puma,"Jun 10, 1987 ",33.0,No national team players,-,€75Th.,Centre-Back,Costa Rica,Costa Rica
6421,Luis Pena,https://www.transfermarkt.com/luis-pena/profil/spieler/261211,"Jul 1, 2014",Osa,AS Puma,"Jun 20, 1982 ",38.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
6422,Deibys Jiménez,https://www.transfermarkt.com/deibys-jimenez/profil/spieler/381019,"Jan 1, 2017",Osa CF,AS Puma,"Jul 1, 1995 ",25.0,No national team players,-,€75Th.,Centre-Forward,Costa Rica,Costa Rica
6423,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,"Jul 1, 2011",CS Uruguay,Orión FC,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,Costa Rica,Costa Rica
6424,Wálter Elizondo,https://www.transfermarkt.com/walter-elizondo/profil/spieler/634814,"Jan 1, 1960",Saprissa,Orión FC,"Nov 4, 1942",,Costa RicaNo current national team players,38,-,Centre-Back,Costa Rica,Costa Rica
