Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
Alexander Villalobos;https://www.transfermarkt.com/alexander-villalobos/profil/spieler/383776;Jul 1, 2018;ADR Jicaral;Unknown;Sep 15, 1994 ;25;No national team players;-;-;Centre-Forward
Bryan Badilla;https://www.transfermarkt.com/bryan-badilla/profil/spieler/469795;Jan 1, 2017;Santos II;Guanacasteca;Jun 15, 1995 ;25;No national team players;-;-;Defender
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jan 1, 2014;Cartaginés U17;Cartaginés;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jan 1, 2015;Cartaginés;Turrialba;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jul 1, 2015;Turrialba;CS Uruguay II;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jul 1, 2016;CS Uruguay II;Pérez Zeledón;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jan 1, 2017;Pérez Zeledón;Turrialba;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jul 1, 2017;Turrialba;AD Aserrí;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jan 1, 2018;AD Aserrí;Santa Ana;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jan 1, 2019;Santa Ana;Curridabat FC;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Kelvin Acuña;https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408;Jul 1, 2019;Curridabat FC;Golfito;Jan 20, 1995 ;25;No national team players;-;-;Midfielder
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jul 1, 2015;Carmelita U20;AD Carmelita;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jan 1, 2016;AD Carmelita;Carmelita U20;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jan 1, 2017;Carmelita U20;AD Carmelita;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jan 1, 2018;AD Carmelita;Unknown;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jul 1, 2018;Unknown;AD Carmelita;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Pablo Morera;https://www.transfermarkt.com/pablo-morera/profil/spieler/402985;Jul 1, 2019;AD Carmelita;Cofutpa;Jun 3, 1997 ;23;No national team players;-;-;Centre-Back
Francisco León;https://www.transfermarkt.com/francisco-leon/profil/spieler/278827;Jul 1, 2013;Unknown;Jacó Rays;Nov 18, 1995 ;24;No national team players;-;-;Midfielder
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jul 1, 2013;CS Uruguay II;CS Uruguay;Apr 22, 1995 ;25;No national team players;-;-;Forward
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jan 1, 2016;CS Uruguay;CS Uruguay II;Apr 22, 1995 ;25;No national team players;-;-;Forward
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jul 1, 2016;CS Uruguay II;CS Uruguay;Apr 22, 1995 ;25;No national team players;-;-;Forward
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jul 1, 2017;CS Uruguay;Fútbol Cons.;Apr 22, 1995 ;25;No national team players;-;-;Forward
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jul 1, 2018;Fútbol Cons.;Juv. Escazuceña;Apr 22, 1995 ;25;No national team players;-;-;Forward
Jeffry Montenegro;https://www.transfermarkt.com/jeffry-montenegro/profil/spieler/278829;Jul 8, 2020;Juv. Escazuceña;Sp. San José;Apr 22, 1995 ;25;No national team players;-;-;Forward
Quiver Herrera;https://www.transfermarkt.com/quiver-herrera/profil/spieler/496178;Jul 1, 2017;UCR II;AD Aserrí;Jan 12, 1996 ;24;No national team players;-;-;Midfielder
Eddy Rojas;https://www.transfermarkt.com/eddy-rojas/profil/spieler/278838;Jan 1, 2013;Unknown;AS Puma;Sep 12, 1995 ;24;No national team players;-;-;Defender
Eddy Rojas;https://www.transfermarkt.com/eddy-rojas/profil/spieler/278838;Jul 1, 2014;AS Puma;Unknown;Sep 12, 1995 ;24;No national team players;-;-;Defender
Giancarlos Guerrero;https://www.transfermarkt.com/giancarlos-guerrero/profil/spieler/341303;Jan 1, 2015;Santos II;Cariari Pococí;Aug 7, 1996 ;24;No national team players;-;-;Midfielder
Giancarlos Guerrero;https://www.transfermarkt.com/giancarlos-guerrero/profil/spieler/341303;Jun 30, 2015;Cariari Pococí;Santos II;Aug 7, 1996 ;24;No national team players;-;-;Midfielder
David Vega;https://www.transfermarkt.com/david-vega/profil/spieler/410681;Jan 1, 2017;Belén U20;Guadalupe FC;Jul 30, 1996 ;24;No national team players;-;-;Defensive Midfield
David Vega;https://www.transfermarkt.com/david-vega/profil/spieler/410681;Jan 1, 2018;Guadalupe FC;Mpl. San Ramón;Jul 30, 1996 ;24;No national team players;-;-;Defensive Midfield
David Vega;https://www.transfermarkt.com/david-vega/profil/spieler/410681;Jan 1, 2019;Mpl. San Ramón;Santa Ana;Jul 30, 1996 ;24;No national team players;-;-;Defensive Midfield
Roberth Castillo;https://www.transfermarkt.com/roberth-castillo/profil/spieler/380217;Jul 1, 2017;Barrio México;Turrialba;Nov 5, 1996 ;23;No national team players;-;-;Midfielder
Darío Coronado;https://www.transfermarkt.com/dario-coronado/profil/spieler/382777;Jul 1, 2018;Guanacasteca;AD Santa Rosa;Jun 27, 1995 ;25;No national team players;-;-;Right-Back
Darío Coronado;https://www.transfermarkt.com/dario-coronado/profil/spieler/382777;Jul 1, 2020;AD Santa Rosa;Liberia;Jun 27, 1995 ;25;No national team players;-;-;Right-Back
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Jul 1, 2016;Gen. Saprissa;Liberia;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Dec 31, 2016;Liberia;Gen. Saprissa;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Jan 1, 2017;Gen. Saprissa;Belén FC;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Jun 30, 2017;Belén FC;Gen. Saprissa;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Sep 14, 2017;Gen. Saprissa;ADR Jicaral;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Jordan Medina;https://www.transfermarkt.com/jordan-medina/profil/spieler/363066;Jul 1, 2018;ADR Jicaral;Unknown;Apr 15, 1996 ;24;No national team players;-;-;Central Midfield
Alejandro Rodríguez;https://www.transfermarkt.com/alejandro-rodriguez/profil/spieler/593215;Jul 1, 2018;Unknown;UCR;Jan 11, 1997 ;23;No national team players;-;-;Right-Back
Alejandro Rodríguez;https://www.transfermarkt.com/alejandro-rodriguez/profil/spieler/593215;Jan 1, 2019;UCR;Unknown;Jan 11, 1997 ;23;No national team players;-;-;Right-Back
Alejandro Rodríguez;https://www.transfermarkt.com/alejandro-rodriguez/profil/spieler/593215;Jan 1, 2020;Unknown;AD Rosario;Jan 11, 1997 ;23;No national team players;-;-;Right-Back
Alejandro Rodríguez;https://www.transfermarkt.com/alejandro-rodriguez/profil/spieler/593215;Jul 1, 2020;AD Rosario;Grecia;Jan 11, 1997 ;23;No national team players;-;-;Right-Back
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jan 1, 2014;Carmelita U17;AD Carmelita;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jan 1, 2015;AD Carmelita;Carmelita U20;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jul 1, 2015;Carmelita U20;AD Carmelita;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jan 1, 2016;AD Carmelita;Grecia;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jul 1, 2017;Grecia;Mpl. Grecia U20;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Esteban Aguilera;https://www.transfermarkt.com/esteban-aguilera/profil/spieler/308543;Jul 1, 2018;Mpl. Grecia U20;Cofutpa;Dec 4, 1995 ;24;No national team players;-;-;Midfielder
Édgar Chacón;https://www.transfermarkt.com/edgar-chacon/profil/spieler/448840;Jan 1, 2018;AD San Carlos;Grecia;Jul 14, 1996 ;24;No national team players;-;-;Right Midfield
Édgar Chacón;https://www.transfermarkt.com/edgar-chacon/profil/spieler/448840;Jul 1, 2018;Grecia;Puntarenas FC;Jul 14, 1996 ;24;No national team players;-;-;Right Midfield
Édgar Chacón;https://www.transfermarkt.com/edgar-chacon/profil/spieler/448840;Jan 17, 2019;Puntarenas FC;Mpl. San Ramón;Jul 14, 1996 ;24;No national team players;-;-;Right Midfield
William Ocampo;https://www.transfermarkt.com/william-ocampo/profil/spieler/448330;Jul 1, 2018;AD San Carlos;Santa Ana;Jan 25, 1996 ;24;No national team players;-;-;Centre-Back
William Ocampo;https://www.transfermarkt.com/william-ocampo/profil/spieler/448330;Jan 1, 2019;Santa Ana;La U;Jan 25, 1996 ;24;No national team players;-;-;Centre-Back
William Ocampo;https://www.transfermarkt.com/william-ocampo/profil/spieler/448330;Jul 1, 2019;La U;Unknown;Jan 25, 1996 ;24;No national team players;-;-;Centre-Back
William Ocampo;https://www.transfermarkt.com/william-ocampo/profil/spieler/448330;Jan 1, 2020;Unknown;CS Uruguay;Jan 25, 1996 ;24;No national team players;-;-;Centre-Back
William Ocampo;https://www.transfermarkt.com/william-ocampo/profil/spieler/448330;Jul 22, 2020;CS Uruguay;Cofutpa;Jan 25, 1996 ;24;No national team players;-;-;Centre-Back
Ariel Zapata;https://www.transfermarkt.com/ariel-zapata/profil/spieler/380236;Jul 1, 2015;Cariari Pococí;Santos FC;Jan 3, 1997 ;23;No national team players;-;-;Left Midfield
Ariel Zapata;https://www.transfermarkt.com/ariel-zapata/profil/spieler/380236;Jul 1, 2017;Santos FC;Cariari Pococí;Jan 3, 1997 ;23;No national team players;-;-;Left Midfield
Ariel Zapata;https://www.transfermarkt.com/ariel-zapata/profil/spieler/380236;Jan 1, 2018;Cariari Pococí;Santos FC;Jan 3, 1997 ;23;No national team players;-;-;Left Midfield
Ariel Zapata;https://www.transfermarkt.com/ariel-zapata/profil/spieler/380236;Jan 1, 2020;Santos FC;Fútbol Cons.;Jan 3, 1997 ;23;No national team players;-;-;Left Midfield
Ariel Zapata;https://www.transfermarkt.com/ariel-zapata/profil/spieler/380236;Jun 30, 2020;Fútbol Cons.;Santos FC;Jan 3, 1997 ;23;No national team players;-;-;Left Midfield
Andrés Cruz;https://www.transfermarkt.com/andres-cruz/profil/spieler/448332;Jan 1, 2017;PZ U20;Unknown;Oct 10, 1995 ;24;No national team players;-;-;Forward
Andrés Cruz;https://www.transfermarkt.com/andres-cruz/profil/spieler/448332;Jul 1, 2019;Unknown;Garabito;Oct 10, 1995 ;24;No national team players;-;-;Forward
William Sojo;https://www.transfermarkt.com/william-sojo/profil/spieler/380237;Jan 1, 2014;Escazuceña II;Juv. Escazuceña;May 29, 1995 ;25;No national team players;-;-;Midfielder
William Sojo;https://www.transfermarkt.com/william-sojo/profil/spieler/380237;Jul 2, 2020;Juv. Escazuceña;Unknown;May 29, 1995 ;25;No national team players;-;-;Midfielder
Mauricio Salas;https://www.transfermarkt.com/mauricio-salas/profil/spieler/372814;Jan 1, 2016;Santos II;Santos FC;Feb 9, 1997 ;23;No national team players;-;-;Defensive Midfield
Mauricio Salas;https://www.transfermarkt.com/mauricio-salas/profil/spieler/372814;Jan 1, 2020;Santos FC;Turrialba;Feb 9, 1997 ;23;No national team players;-;-;Defensive Midfield
Michael Arias;https://www.transfermarkt.com/michael-arias/profil/spieler/380238;Jan 1, 2014;Unknown;Juv. Escazuceña;Jan 3, 1996 ;24;No national team players;-;-;Central Midfield
Michael Arias;https://www.transfermarkt.com/michael-arias/profil/spieler/380238;Jul 1, 2017;Juv. Escazuceña;Sp. San José;Jan 3, 1996 ;24;No national team players;-;-;Central Midfield
Deibid Herrera;https://www.transfermarkt.com/deibid-herrera/profil/spieler/322127;Mar 25, 2014;Cartaginés U17;Cartaginés;Mar 22, 1996 ;24;No national team players;-;-;Midfielder
Deibid Herrera;https://www.transfermarkt.com/deibid-herrera/profil/spieler/322127;Jul 1, 2015;Cartaginés;Turrialba;Mar 22, 1996 ;24;No national team players;-;-;Midfielder
James Williamson;https://www.transfermarkt.com/james-williamson/profil/spieler/670034;Apr 25, 2019;Rio Red Storm;Reading United;Mar 12, 1995 ;25;No national team players;-;-;Forward
James Williamson;https://www.transfermarkt.com/james-williamson/profil/spieler/670034;Aug 31, 2019;Reading United;Rio Red Storm;Mar 12, 1995 ;25;No national team players;-;-;Forward
Bryan Jiménez;https://www.transfermarkt.com/bryan-jimenez/profil/spieler/481109;Jan 1, 2017;Alajuelense U20;LD Alajuelense;May 29, 1996 ;24;No national team players;-;-;Centre-Forward
Bryan Jiménez;https://www.transfermarkt.com/bryan-jimenez/profil/spieler/481109;Jul 23, 2018;LD Alajuelense;Guadalupe FC;May 29, 1996 ;24;No national team players;-;-;Centre-Forward
Bryan Jiménez;https://www.transfermarkt.com/bryan-jimenez/profil/spieler/481109;Jun 30, 2019;Guadalupe FC;LD Alajuelense;May 29, 1996 ;24;No national team players;-;-;Centre-Forward
Bryan Jiménez;https://www.transfermarkt.com/bryan-jimenez/profil/spieler/481109;Jul 1, 2019;LD Alajuelense;Juv. Escazuceña;May 29, 1996 ;24;No national team players;-;-;Centre-Forward
Bryan Jiménez;https://www.transfermarkt.com/bryan-jimenez/profil/spieler/481109;Jan 1, 2020;Juv. Escazuceña;Barrio México;May 29, 1996 ;24;No national team players;-;-;Centre-Forward
Jordi Robles;https://www.transfermarkt.com/jordi-robles/profil/spieler/278617;Sep 26, 2014;AS Puma II;AS Puma;Feb 27, 1996 ;24;No national team players;-;-;Central Midfield
Jordi Robles;https://www.transfermarkt.com/jordi-robles/profil/spieler/278617;Jan 1, 2015;AS Puma;AS Puma II;Feb 27, 1996 ;24;No national team players;-;-;Central Midfield
Jordi Robles;https://www.transfermarkt.com/jordi-robles/profil/spieler/278617;Jul 1, 2015;AS Puma II;AS Puma;Feb 27, 1996 ;24;No national team players;-;-;Central Midfield
Malcom Frago;https://www.transfermarkt.com/malcom-frago/profil/spieler/596314;Jan 1, 2014;Sounders FC 2;Unknown;Jul 19, 1995 ;25;No national team players;-;-;Left Midfield
Malcom Frago;https://www.transfermarkt.com/malcom-frago/profil/spieler/596314;Jul 9, 2018;Unknown;Limón FC;Jul 19, 1995 ;25;No national team players;-;-;Left Midfield
Malcom Frago;https://www.transfermarkt.com/malcom-frago/profil/spieler/596314;Jul 1, 2019;Limón FC;CS Uruguay;Jul 19, 1995 ;25;No national team players;-;-;Left Midfield
Malcom Frago;https://www.transfermarkt.com/malcom-frago/profil/spieler/596314;Jul 1, 2020;CS Uruguay;Guadalupe FC;Jul 19, 1995 ;25;No national team players;-;-;Left Midfield
Kevin González;https://www.transfermarkt.com/kevin-gonzalez/profil/spieler/307291;Jan 1, 2014;Carmelita U17;AD Carmelita;Feb 2, 1997 ;23;No national team players;-;-;Midfielder
Kevin González;https://www.transfermarkt.com/kevin-gonzalez/profil/spieler/307291;Jul 1, 2015;AD Carmelita;Carmelita U20;Feb 2, 1997 ;23;No national team players;-;-;Midfielder
Eduardo Salas;https://www.transfermarkt.com/eduardo-salas/profil/spieler/388448;Jul 1, 2016;CS Uruguay II;Real Madriz;Mar 20, 1995 ;25;No national team players;-;-;Midfielder
Eduardo Salas;https://www.transfermarkt.com/eduardo-salas/profil/spieler/388448;Jan 1, 2017;Real Madriz;AD Aserrí;Mar 20, 1995 ;25;No national team players;-;-;Midfielder
Eduardo Salas;https://www.transfermarkt.com/eduardo-salas/profil/spieler/388448;Jul 1, 2017;AD Aserrí;Unknown;Mar 20, 1995 ;25;No national team players;-;-;Midfielder
Michael Soto;https://www.transfermarkt.com/michael-soto/profil/spieler/455266;Jul 1, 2016;Unknown;Limón FC;Aug 18, 1996 ;24;No national team players;-;-;Centre-Forward
Michael Soto;https://www.transfermarkt.com/michael-soto/profil/spieler/455266;Jul 1, 2019;Limón FC;La U;Aug 18, 1996 ;24;No national team players;-;-;Centre-Forward
Michael Soto;https://www.transfermarkt.com/michael-soto/profil/spieler/455266;Jan 1, 2020;La U;Fútbol Cons.;Aug 18, 1996 ;24;No national team players;-;-;Centre-Forward
Alejandro Pacheco;https://www.transfermarkt.com/alejandro-pacheco/profil/spieler/649315;Jul 1, 2017;Unknown;AD San Carlos;Aug 7, 1996 ;24;No national team players;-;-;Left Midfield
Alejandro Pacheco;https://www.transfermarkt.com/alejandro-pacheco/profil/spieler/649315;Jul 1, 2018;AD San Carlos;Cofutpa;Aug 7, 1996 ;24;No national team players;-;-;Left Midfield
Alejandro Pacheco;https://www.transfermarkt.com/alejandro-pacheco/profil/spieler/649315;Jan 1, 2019;Cofutpa;Grecia;Aug 7, 1996 ;24;No national team players;-;-;Left Midfield
Alejandro Pacheco;https://www.transfermarkt.com/alejandro-pacheco/profil/spieler/649315;Jan 1, 2020;Grecia;AD Rosario;Aug 7, 1996 ;24;No national team players;-;-;Left Midfield
Enrique Obando;https://www.transfermarkt.com/enrique-obando/profil/spieler/447333;Jan 1, 2017;AD San Carlos;Cofutpa;Oct 29, 1994 ;25;No national team players;-;-;Defensive Midfield
Enrique Obando;https://www.transfermarkt.com/enrique-obando/profil/spieler/447333;Jun 30, 2017;Cofutpa;AD San Carlos;Oct 29, 1994 ;25;No national team players;-;-;Defensive Midfield
Enrique Obando;https://www.transfermarkt.com/enrique-obando/profil/spieler/447333;Jul 1, 2017;AD San Carlos;Unknown;Oct 29, 1994 ;25;No national team players;-;-;Defensive Midfield
Elberson Osorno;https://www.transfermarkt.com/elberson-osorno/profil/spieler/268136;Jan 1, 2014;CS Uruguay;Jacó Rays;Mar 28, 1995 ;25;No national team players;-;-;Centre-Forward
Elberson Osorno;https://www.transfermarkt.com/elberson-osorno/profil/spieler/268136;Jul 1, 2014;Jacó Rays;Herediano U20;Mar 28, 1995 ;25;No national team players;-;-;Centre-Forward
Elberson Osorno;https://www.transfermarkt.com/elberson-osorno/profil/spieler/268136;Jan 1, 2015;Herediano U20;Belén FC;Mar 28, 1995 ;25;No national team players;-;-;Centre-Forward
Elberson Osorno;https://www.transfermarkt.com/elberson-osorno/profil/spieler/268136;Jul 1, 2015;Belén FC;AD Aserrí;Mar 28, 1995 ;25;No national team players;-;-;Centre-Forward
Elberson Osorno;https://www.transfermarkt.com/elberson-osorno/profil/spieler/268136;Jan 1, 2016;AD Aserrí;Gen. Saprissa;Mar 28, 1995 ;25;No national team players;-;-;Centre-Forward
